nixpkgs._0verkill                                                      0verkill-unstable-2011-01-13
nixpkgs.perl530Packages.MooseXGetopt                                   perl5.30.3-MooseX-Getopt-0.74
nixpkgs.perl530Packages.MooseXHasOptions                               perl5.30.3-MooseX-Has-Options-0.003
nixpkgs.perl530Packages.MooseXHasSugar                                 perl5.30.3-MooseX-Has-Sugar-1.000006
nixpkgs.perl530Packages.MooseXLazyRequire                              perl5.30.3-MooseX-LazyRequire-0.11
nixpkgs.perl530Packages.MooseXMarkAsMethods                            perl5.30.3-MooseX-MarkAsMethods-0.15
nixpkgs.perl530Packages.MooseXMethodAttributes                         perl5.30.3-MooseX-MethodAttributes-0.32
nixpkgs.perl530Packages.MooseXNonMoose                                 perl5.30.3-MooseX-NonMoose-0.26
nixpkgs.perl530Packages.MooseXOneArgNew                                perl5.30.3-MooseX-OneArgNew-0.005
nixpkgs.perl530Packages.MooseXParamsValidate                           perl5.30.3-MooseX-Params-Validate-0.21
nixpkgs.perl530Packages.MooseXRelatedClassRoles                        perl5.30.3-MooseX-RelatedClassRoles-0.004
nixpkgs.perl530Packages.MooseXRoleParameterized                        perl5.30.3-MooseX-Role-Parameterized-1.11
nixpkgs.perl530Packages.MooseXRoleWithOverloading                      perl5.30.3-MooseX-Role-WithOverloading-0.17
nixpkgs.perl530Packages.MooseXRunnable                                 perl5.30.3-MooseX-Runnable-0.10
nixpkgs.perl530Packages.MooseXSemiAffordanceAccessor                   perl5.30.3-MooseX-SemiAffordanceAccessor-0.10
nixpkgs.perl530Packages.MooseXSetOnce                                  perl5.30.3-MooseX-SetOnce-0.200002
nixpkgs.perl530Packages.MooseXSingleton                                perl5.30.3-MooseX-Singleton-0.30
nixpkgs.perl530Packages.MooseXStrictConstructor                        perl5.30.3-MooseX-StrictConstructor-0.21
nixpkgs.perl530Packages.MooseXTraits                                   perl5.30.3-MooseX-Traits-0.13
nixpkgs.perl530Packages.MooseXTraitsPluggable                          perl5.30.3-MooseX-Traits-Pluggable-0.12
nixpkgs.perl530Packages.MooseXTypes                                    perl5.30.3-MooseX-Types-0.50
nixpkgs.perl530Packages.MooseXTypesCommon                              perl5.30.3-MooseX-Types-Common-0.001014
nixpkgs.perl530Packages.MooseXTypesDateTime                            perl5.30.3-MooseX-Types-DateTime-0.13
nixpkgs.perl530Packages.MooseXTypesDateTimeMoreCoercions               perl5.30.3-MooseX-Types-DateTime-MoreCoercions-0.15
nixpkgs.perl530Packages.MooseXTypesLoadableClass                       perl5.30.3-MooseX-Types-LoadableClass-0.015
nixpkgs.perl530Packages.MooseXTypesPathClass                           perl5.30.3-MooseX-Types-Path-Class-0.09
nixpkgs.perl530Packages.MooseXTypesPathTiny                            perl5.30.3-MooseX-Types-Path-Tiny-0.012
nixpkgs.perl530Packages.MooseXTypesPerl                                perl5.30.3-MooseX-Types-Perl-0.101343
nixpkgs.perl530Packages.MooseXTypesStringlike                          perl5.30.3-MooseX-Types-Stringlike-0.003
nixpkgs.perl530Packages.MooseXTypesStructured                          perl5.30.3-MooseX-Types-Structured-0.36
nixpkgs.perl530Packages.MooseXTypesURI                                 perl5.30.3-MooseX-Types-URI-0.08
nixpkgs.perl530Packages.MooX                                           perl5.30.3-MooX-0.101
nixpkgs.perl530Packages.MooXAliases                                    perl5.30.3-MooX-Aliases-0.001006
nixpkgs.perl530Packages.MooXCmd                                        perl5.30.3-MooX-Cmd-0.017
nixpkgs.perl530Packages.MooXHandlesVia                                 perl5.30.3-MooX-HandlesVia-0.001009
nixpkgs.perl530Packages.MooXlate                                       perl5.30.3-MooX-late-0.100
nixpkgs.perl530Packages.MooXLocalePassthrough                          perl5.30.3-MooX-Locale-Passthrough-0.001
nixpkgs.perl530Packages.MooXLocaleTextDomainOO                         perl5.30.3-MooX-Locale-TextDomain-OO-0.001
nixpkgs.perl530Packages.MooXOptions                                    perl5.30.3-MooX-Options-4.103
nixpkgs.perl530Packages.MooXSingleton                                  perl5.30.3-MooX-Singleton-1.20
nixpkgs.perl530Packages.MooXStrictConstructor                          perl5.30.3-MooX-StrictConstructor-0.011
nixpkgs.perl530Packages.MooXTypesMooseLike                             perl5.30.3-MooX-Types-MooseLike-0.29
nixpkgs.perl530Packages.MooXTypesMooseLikeNumeric                      perl5.30.3-MooX-Types-MooseLike-Numeric-1.03
nixpkgs.perl530Packages.Mouse                                          perl5.30.3-Mouse-2.5.10
nixpkgs.perl530Packages.MouseXConfigFromFile                           perl5.30.3-MouseX-ConfigFromFile-0.05
nixpkgs.perl530Packages.MouseXGetOpt                                   perl5.30.3-MouseX-Getopt-0.38
nixpkgs.perl530Packages.MouseXNativeTraits                             perl5.30.3-MouseX-NativeTraits-1.09
nixpkgs.perl530Packages.MouseXSimpleConfig                             perl5.30.3-MouseX-SimpleConfig-0.11
nixpkgs.perl530Packages.MouseXTypes                                    perl5.30.3-MouseX-Types-0.06
nixpkgs.perl530Packages.MouseXTypesPathClass                           perl5.30.3-MouseX-Types-Path-Class-0.07
nixpkgs.perl530Packages.MozillaCA                                      perl5.30.3-Mozilla-CA-20200520
nixpkgs.perl530Packages.MozillaLdap                                    perl5.30.3-Mozilla-Ldap-1.5.3
nixpkgs.perl530Packages.MP3Info                                        perl5.30.3-MP3-Info-1.26
nixpkgs.perl530Packages.MP3Tag                                         perl5.30.3-MP3-Tag-1.15
nixpkgs.perl530Packages.MROCompat                                      perl5.30.3-MRO-Compat-0.13
nixpkgs.perl530Packages.MusicBrainzDiscID                              perl5.30.3-MusicBrainz-DiscID-0.06
nixpkgs.perl530Packages.MustacheSimple                                 perl5.30.3-Mustache-Simple-1.3.6
nixpkgs.perl530Packages.MySQLDiff                                      perl5.30.3-MySQL-Diff-0.60
nixpkgs.perl530Packages.NamespaceAutoclean                             perl5.30.3-namespace-autoclean-0.29
nixpkgs.perl530Packages.NamespaceClean                                 perl5.30.3-namespace-clean-0.27
nixpkgs.perl530Packages.NetAmazonAWSSign                               perl5.30.3-Net-Amazon-AWSSign-0.12
nixpkgs.perl530Packages.NetAmazonEC2                                   perl5.30.3-Net-Amazon-EC2-0.36
nixpkgs.perl530Packages.NetAmazonMechanicalTurk                        perl5.30.3-Net-Amazon-MechanicalTurk-1.02
nixpkgs.perl530Packages.NetAmazonS3                                    perl5.30.3-Net-Amazon-S3-0.97
nixpkgs.perl530Packages.NetAmazonS3Policy                              perl5.30.3-Net-Amazon-S3-Policy-0.1.6
nixpkgs.perl530Packages.NetAMQP                                        perl5.30.3-Net-AMQP-0.06
nixpkgs.perl530Packages.NetAsyncHTTP                                   perl5.30.3-Net-Async-HTTP-0.47
nixpkgs.perl530Packages.NetAsyncPing                                   perl5.30.3-Net-Async-Ping-0.004001
nixpkgs.perl530Packages.NetAsyncWebSocket                              perl5.30.3-Net-Async-WebSocket-0.13
nixpkgs.perl530Packages.NetCIDR                                        perl5.30.3-Net-CIDR-0.20
nixpkgs.perl530Packages.NetCIDRLite                                    perl5.30.3-Net-CIDR-Lite-0.21
nixpkgs.perl530Packages.NetCoverArtArchive                             perl5.30.3-Net-CoverArtArchive-1.02
nixpkgs.perl530Packages.NetDBus                                        perl5.30.3-Net-DBus-1.2.0
nixpkgs.perl530Packages.NetDNS                                         perl5.30.3-Net-DNS-1.29
nixpkgs.perl530Packages.NetDNSResolverMock                             perl5.30.3-Net-DNS-Resolver-Mock-1.20200215
nixpkgs.perl530Packages.NetDNSResolverProgrammable                     perl5.30.3-Net-DNS-Resolver-Programmable-0.009
nixpkgs.perl530Packages.NetDomainTLD                                   perl5.30.3-Net-Domain-TLD-1.75
nixpkgs.perl530Packages.NetFastCGI                                     perl5.30.3-Net-FastCGI-0.14
nixpkgs.perl530Packages.NetFrame                                       perl5.30.3-Net-Frame-1.21
nixpkgs.perl530Packages.NetFrameLayerIPv6                              perl5.30.3-Net-Frame-Layer-IPv6-1.08
nixpkgs.perl530Packages.NetFreeDB                                      perl5.30.3-Net-FreeDB-0.10
nixpkgs.perl530Packages.NetHTTP                                        perl5.30.3-Net-HTTP-6.19
nixpkgs.perl530Packages.NetHTTPSNB                                     perl5.30.3-Net-HTTPS-NB-0.15
nixpkgs.perl530Packages.NetIdent                                       perl5.30.3-Net-Ident-1.25
nixpkgs.perl530Packages.NetIDNEncode                                   perl5.30.3-Net-IDN-Encode-2.500
nixpkgs.perl530Packages.NetIMAPClient                                  perl5.30.3-Net-IMAP-Client-0.9505
nixpkgs.perl530Packages.NetIP                                          perl5.30.3-Net-IP-1.26
nixpkgs.perl530Packages.NetIPLite                                      perl5.30.3-Net-IP-Lite-0.03
nixpkgs.perl530Packages.NetIPv4Addr                                    perl5.30.3-Net-IPv4Addr-0.10
nixpkgs.perl530Packages.NetIPv6Addr                                    perl5.30.3-Net-IPv6Addr-1.01
nixpkgs.perl530Packages.NetLDAPServer                                  perl5.30.3-Net-LDAP-Server-0.43
nixpkgs.perl530Packages.NetLDAPServerTest                              perl5.30.3-Net-LDAP-Server-Test-0.22
nixpkgs.perl530Packages.NetLDAPSID                                     perl5.30.3-Net-LDAP-SID-0.001
nixpkgs.perl530Packages.NetNetmask                                     perl5.30.3-Net-Netmask-1.9104
nixpkgs.perl530Packages.NetOAuth                                       perl5.30.3-Net-OAuth-0.28
nixpkgs.perl530Packages.NetOpenIDCommon                                perl5.30.3-Net-OpenID-Common-1.20
nixpkgs.perl530Packages.NetOpenIDConsumer                              perl5.30.3-Net-OpenID-Consumer-1.18
nixpkgs.perl530Packages.NetOpenSSH                                     perl5.30.3-Net-OpenSSH-0.80
nixpkgs.perl530Packages.NetPatricia                                    perl5.30.3-Net-Patricia-1.22
nixpkgs.perl530Packages.NetPing                                        perl5.30.3-Net-Ping-2.74
nixpkgs.perl530Packages.NetPrometheus                                  perl5.30.3-Net-Prometheus-0.11
nixpkgs.perl530Packages.NetSCP                                         perl5.30.3-Net-SCP-0.08.reprise
nixpkgs.perl530Packages.NetServer                                      perl5.30.3-Net-Server-2.009
nixpkgs.perl530Packages.NetServerCoro                                  perl5.30.3-Net-Server-Coro-1.3
nixpkgs.perl530Packages.NetServerSSPrefork                             perl5.30.3-Net-Server-SS-PreFork-0.06pre
nixpkgs.perl530Packages.NetSFTPForeign                                 perl5.30.3-Net-SFTP-Foreign-1.91
nixpkgs.perl530Packages.NetSMTPSSL                                     perl5.30.3-Net-SMTP-SSL-1.04
nixpkgs.perl530Packages.NetSMTPTLS                                     perl5.30.3-Net-SMTP-TLS-0.12
nixpkgs.perl530Packages.NetSMTPTLSButMaintained                        perl5.30.3-Net-SMTP-TLS-ButMaintained-0.24
nixpkgs.perl530Packages.NetSNMP                                        perl5.30.3-Net-SNMP-6.0.1
nixpkgs.perl530Packages.NetSNPP                                        perl5.30.3-Net-SNPP-1.17
nixpkgs.perl530Packages.NetSSH                                         perl5.30.3-Net-SSH-0.09
nixpkgs.perl530Packages.NetSSHPerl                                     perl5.30.3-Net-SSH-Perl-2.14
nixpkgs.perl530Packages.NetSSLeay                                      perl5.30.3-Net-SSLeay-1.88
nixpkgs.perl530Packages.NetStatsd                                      perl5.30.3-Net-Statsd-0.12
nixpkgs.perl530Packages.NetTelnet                                      perl5.30.3-Net-Telnet-3.04
nixpkgs.perl530Packages.NetTwitterLite                                 perl5.30.3-Net-Twitter-Lite-0.12008
nixpkgs.perl530Packages.NetWhoisIP                                     perl5.30.3-Net-Whois-IP-1.19
nixpkgs.perl530Packages.NetWorks                                       perl5.30.3-Net-Works-0.22
nixpkgs.perl530Packages.NetZooKeeper                                   perl5.30.3-Net-ZooKeeper-0.42pre
nixpkgs.perl530Packages.NetAddrIP                                      perl5.30.3-NetAddr-IP-4.079
nixpkgs.perl530Packages.NTLM                                           perl5.30.3-NTLM-1.09
nixpkgs.perl530Packages.NumberBytesHuman                               perl5.30.3-Number-Bytes-Human-0.11
nixpkgs.perl530Packages.NumberCompare                                  perl5.30.3-Number-Compare-0.03
nixpkgs.perl530Packages.NumberFormat                                   perl5.30.3-Number-Format-1.75
nixpkgs.perl530Packages.NumberFraction                                 perl5.30.3-Number-Fraction-3.0.3
nixpkgs.perl530Packages.NumberMisc                                     perl5.30.3-Number-Misc-1.2
nixpkgs.perl530Packages.NumberWithError                                perl5.30.3-Number-WithError-1.01
nixpkgs.perl530Packages.ObjectAccessor                                 perl5.30.3-Object-Accessor-0.48
nixpkgs.perl530Packages.ObjectInsideOut                                perl5.30.3-Object-InsideOut-4.05
nixpkgs.perl530Packages.Later                                          perl5.30.3-Object-Realize-Later-0.21
nixpkgs.perl530Packages.ObjectSignature                                perl5.30.3-Object-Signature-1.08
nixpkgs.perl530Packages.OggVorbisHeaderPurePerl                        perl5.30.3-Ogg-Vorbis-Header-PurePerl-1.05
nixpkgs.perl530Packages.OLEStorageLight                                perl5.30.3-OLE-Storage_Lite-0.20
nixpkgs.perl530Packages.Opcodes                                        perl5.30.3-Opcodes-0.14
nixpkgs.perl530Packages.OpenAPIClient                                  perl5.30.3-OpenAPI-Client-0.25
nixpkgs.perl530Packages.OpenGL                                         perl5.30.3-OpenGL-0.70
nixpkgs.perl530Packages.PackageConstants                               perl5.30.3-Package-Constants-0.06
nixpkgs.perl530Packages.PackageDeprecationManager                      perl5.30.3-Package-DeprecationManager-0.17
